district,grade,category,year,num_total_days,num_days_absent,num_days_present,pct_attendance,num_contributing_10and_total_days_and_1and_pres_day,num_chronically_absent,pct_chronically_absent
25,PK in K-12 Schools,All Students,2018,189020,16908,172112,91.05491638,1154,384,33.27556229
25,PK in K-12 Schools,All Students,2019,190382,16167,174215,91.50812531,1170,385,32.90598297
25,PK in K-12 Schools,All Students,2020,124192,10803,113389,91.30136871,1145,379,33.10043716
25,PK in K-12 Schools,All Students,2021,173704,9786,163918,94.3662796,1053,189,17.94871712
25,PK in K-12 Schools,All Students,2022,188138,23242,164896,87.64630127,1165,610,52.36051559
25,0K,All Students,2018,541305,33430,507875,93.8241806,3204,620,19.350811
25,0K,All Students,2019,508063,31380,476683,93.82360077,3018,604,20.01325417
25,0K,All Students,2020,328000,22205,305795,93.23018646,2960,645,21.7905407
25,0K,All Students,2021,466751,22495,444256,95.18051147,2784,430,15.44540215
25,0K,All Students,2022,462753,40293,422460,91.29276276,2793,943,33.7629776
25,1,All Students,2018,534374,25969,508405,95.14029694,3155,416,13.18542004
25,1,All Students,2019,530116,25485,504631,95.19255829,3118,405,12.98909569
25,1,All Students,2020,327339,17645,309694,94.60956573,2942,463,15.73759365
25,1,All Students,2021,479322,20286,459036,95.76776886,2833,352,12.42499161
25,1,All Students,2022,456104,34276,421828,92.48504639,2736,734,26.82748604
25,2,All Students,2018,497804,22273,475531,95.52574921,2935,332,11.31175423
25,2,All Students,2019,519200,22857,496343,95.59764862,3060,356,11.63398647
25,2,All Students,2020,340977,15898,325079,95.33751678,3047,363,11.91335773
25,2,All Students,2021,478284,16859,461425,96.47510529,2808,298,10.61253548
25,2,All Students,2022,455371,30897,424474,93.21498108,2704,617,22.81804657
25,3,All Students,2018,515867,20507,495360,96.02474976,3006,286,9.514305115
25,3,All Students,2019,492208,19629,472579,96.01205444,2878,284,9.867963791
25,3,All Students,2020,330773,13633,317140,95.87844086,2947,284,9.636919022
25,3,All Students,2021,497140,15256,481884,96.9312439,2915,252,8.644940376
25,3,All Students,2022,455792,27901,427891,93.87857056,2700,548,20.29629707
25,4,All Students,2018,511964,19416,492548,96.20754242,2986,269,9.008707047
25,4,All Students,2019,501777,18451,483326,96.32286835,2934,277,9.441036224
25,4,All Students,2020,310662,11969,298693,96.14726257,2776,273,9.834294319
25,4,All Students,2021,487102,16172,470930,96.67995453,2837,263,9.270356178
25,4,All Students,2022,475881,27174,448707,94.28974915,2816,510,18.11079597
25,5,All Students,2018,531877,18729,513148,96.47869873,3081,253,8.211619377
25,5,All Students,2019,505625,17847,487778,96.4703064,2931,272,9.280109406
25,5,All Students,2020,322438,11650,310788,96.38690186,2868,241,8.403068542
25,5,All Students,2021,457200,16481,440719,96.39523315,2673,268,10.0261879
25,5,All Students,2022,469331,25321,444010,94.60487366,2761,477,17.27635002
25,6,All Students,2018,503831,18961,484870,96.2366333,2932,301,10.26603031
25,6,All Students,2019,525255,18602,506653,96.45848083,3056,298,9.751308441
25,6,All Students,2020,330336,11727,318609,96.44998169,2951,270,9.149440765
25,6,All Students,2021,484144,19667,464477,95.93778229,2827,349,12.34524345
25,6,All Students,2022,452615,28721,423894,93.65442657,2664,545,20.45795822
25,7,All Students,2018,499057,19188,479869,96.15515137,2902,298,10.26877975
25,7,All Students,2019,499502,18094,481408,96.37759399,2896,296,10.22099495
25,7,All Students,2020,338231,12265,325966,96.3737793,3002,280,9.327115059
25,7,All Students,2021,490524,18906,471618,96.14575195,2850,300,10.52631569
25,7,All Students,2022,467028,27873,439155,94.03183746,2748,554,20.1601162
25,8,All Students,2018,490698,25351,465347,94.83368683,2835,421,14.85008812
25,8,All Students,2019,494568,22843,471725,95.38121796,2857,396,13.86069298
25,8,All Students,2020,325121,13171,311950,95.94889069,2880,302,10.48611069
25,8,All Students,2021,505328,22471,482857,95.55318451,2928,368,12.56830597
25,8,All Students,2022,480770,31382,449388,93.47255707,2815,617,21.91829491
25,9,All Students,2018,472026,66713,405313,85.8666687,3046,1043,34.24162674
25,9,All Students,2019,477712,66264,411448,86.12888336,3085,1071,34.71636963
25,9,All Students,2020,304838,38705,266133,87.30309296,2882,872,30.25676537
25,9,All Students,2021,424753,55620,369133,86.90533447,2513,761,30.28253174
25,9,All Students,2022,436663,65862,370801,84.9169693,2703,1041,38.51276398
25,10,All Students,2018,419118,55911,363207,86.65984344,2722,955,35.08449554
25,10,All Students,2019,418531,55814,362717,86.66430664,2662,895,33.62133789
25,10,All Students,2020,293080,38561,254519,86.8428421,2770,928,33.50180435
25,10,All Students,2021,454158,86483,367675,80.9575119,2645,992,37.50472641
25,10,All Students,2022,397964,69014,328950,82.65823364,2418,1054,43.58974457
25,11,All Students,2018,389030,46237,342793,88.1147995,2488,827,33.23955154
25,11,All Students,2019,381590,43770,337820,88.52957153,2376,761,32.02861786
25,11,All Students,2020,243061,27728,215333,88.59216309,2259,667,29.52633858
25,11,All Students,2021,412826,62814,350012,84.78438568,2387,789,33.05404282
25,11,All Students,2022,379644,63883,315761,83.17292023,2287,1029,44.99344254
25,12,All Students,2018,347778,49762,298016,85.6914444,2210,949,42.94117737
25,12,All Students,2019,361710,52062,309648,85.60670471,2254,954,42.32475662
25,12,All Students,2020,242560,33319,209241,86.26360321,2238,844,37.71224213
25,12,All Students,2021,377084,68664,308420,81.79079437,2200,900,40.90909195
25,12,All Students,2022,368643,71661,296982,80.56086731,2227,1245,55.90480423
26,All Grades,All Students,2018,5451013,316311,5134702,94.19720459,32661,4936,15.11282539
26,All Grades,All Students,2019,5452413,312066,5140347,94.27655029,32489,5069,15.60220337
26,All Grades,All Students,2020,3549687,186671,3363016,94.74119568,32143,4566,14.20526981
26,All Grades,All Students,2021,5311604,316010,4995594,94.05057526,31184,5145,16.49884605
26,All Grades,All Students,2022,5056909,405063,4651846,91.98990631,30217,7591,25.12162018
26,PK in K-12 Schools,All Students,2018,122728,9410,113318,92.3326416,731,194,26.53898811
26,PK in K-12 Schools,All Students,2019,130553,10497,120056,91.9595871,768,221,28.77604103
26,PK in K-12 Schools,All Students,2020,85439,7418,78021,91.31777954,779,221,28.3697052
26,PK in K-12 Schools,All Students,2021,120111,6313,113798,94.74402618,732,130,17.75956345
26,PK in K-12 Schools,All Students,2022,142097,16357,125740,88.48884583,855,416,48.65497208
26,0K,All Students,2018,334733,18564,316169,94.4540863,1961,311,15.85925579
26,0K,All Students,2019,321559,18583,302976,94.22097015,1886,319,16.91410446
26,0K,All Students,2020,205448,12546,192902,93.89334869,1850,342,18.48648643
26,0K,All Students,2021,290152,10788,279364,96.2819519,1722,178,10.33681774
26,0K,All Students,2022,285252,22935,262317,91.95973969,1704,503,29.51877975
26,1,All Students,2018,309986,13596,296390,95.61399841,1803,164,9.09595108
26,1,All Students,2019,339468,14988,324480,95.58485413,1975,203,10.27848053
26,1,All Students,2020,208016,10129,197887,95.13066101,1854,218,11.75835991
26,1,All Students,2021,293967,9319,284648,96.82991791,1741,154,8.845491409
26,1,All Students,2022,287328,18567,268761,93.53804779,1706,345,20.22274399
26,2,All Students,2018,332411,12862,319549,96.13069153000001,1924,150,7.796257973
26,2,All Students,2019,318132,12195,305937,96.16668701,1841,145,7.876154423
26,2,All Students,2020,218624,9104,209520,95.83576965,1949,196,10.0564394
26,2,All Students,2021,303479,9239,294240,96.95563507,1793,139,7.752370358
26,2,All Students,2022,279202,16233,262969,94.18592834,1660,282,16.98795128
26,3,All Students,2018,332047,11842,320205,96.43363953,1930,121,6.269430161
26,3,All Students,2019,328880,11537,317343,96.49203491,1899,130,6.84570837
26,3,All Students,2020,202297,7598,194699,96.244133,1810,145,8.011049271
26,3,All Students,2021,317428,8146,309282,97.43374634,1867,117,6.266737938
26,3,All Students,2022,294340,17136,277204,94.17816162,1718,305,17.75320053
26,4,All Students,2018,333871,10947,322924,96.72119141,1934,128,6.618407249
26,4,All Students,2019,337279,10764,326515,96.80857849,1963,137,6.979113579
26,4,All Students,2020,210618,6751,203867,96.7946701,1865,126,6.75603199
26,4,All Students,2021,300198,8669,291529,97.11223602,1755,118,6.723646641
26,4,All Students,2022,310030,15075,294955,95.13756561,1824,260,14.25438595
26,5,All Students,2018,362281,12447,349834,96.56427002,2092,150,7.170172215
26,5,All Students,2019,340114,10303,329811,96.97071838,1960,116,5.918367386
26,5,All Students,2020,217389,7302,210087,96.64104462,1927,133,6.901920319
26,5,All Students,2021,312254,8581,303673,97.25191498,1824,130,7.127192974
26,5,All Students,2022,295337,14733,280604,95.01145935,1725,263,15.24637699
26,6,All Students,2018,351218,11180,340038,96.81679535,2028,149,7.347139835
26,6,All Students,2019,386686,12252,374434,96.83153534,2231,146,6.544150829
26,6,All Students,2020,237905,7269,230636,96.94458008,2108,141,6.688804626
26,6,All Students,2021,336332,12355,323977,96.32654572,1977,194,9.812848091
26,6,All Students,2022,311942,14127,297815,95.47127533,1835,246,13.40599442
26,7,All Students,2018,344082,9823,334259,97.14515686,1983,123,6.202723026
26,7,All Students,2019,356213,11020,345193,96.90634155,2037,153,7.511045456
26,7,All Students,2020,251124,7355,243769,97.07116699,2219,143,6.444344521
26,7,All Students,2021,348018,11378,336640,96.73062897,2035,169,8.304668427
26,7,All Students,2022,319410,15023,304387,95.29663849,1871,279,14.91181183
26,8,All Students,2018,370306,15439,354867,95.83074188,2126,215,10.11288834
26,8,All Students,2019,345159,11710,333449,96.60736084,1969,149,7.567293167
26,8,All Students,2020,233828,7842,225986,96.64625549,2066,162,7.841238976
26,8,All Students,2021,377590,14204,363386,96.23825073,2185,210,9.610983849
26,8,All Students,2022,344219,17573,326646,94.89482117,1983,297,14.97730732
26,9,All Students,2018,635692,55597,580095,91.25409698,3995,877,21.95244026
26,9,All Students,2019,661808,54983,606825,91.69200134,4127,918,22.24376106
26,9,All Students,2020,434072,32206,401866,92.58049011,4053,829,20.45398521
26,9,All Students,2021,664473,66178,598295,90.04052734,3878,1052,27.12738609
26,9,All Students,2022,598629,56439,542190,90.57196045,3697,1068,28.8882885
26,10,All Students,2018,554724,41108,513616,92.58946991,3481,667,19.16116142
26,10,All Students,2019,548134,41839,506295,92.36701202,3405,685,20.1174736
26,10,All Students,2020,365985,23977,342008,93.44863892,3385,619,18.28655815
26,10,All Students,2021,577921,52613,525308,90.89616394,3370,843,25.01483727
26,10,All Students,2022,566770,57741,509029,89.81227112,3446,1002,29.0771904
26,11,All Students,2018,548452,42856,505596,92.18600464,3414,717,21.00175667
26,11,All Students,2019,524203,37645,486558,92.81861877,3213,630,19.6078434
26,11,All Students,2020,341692,21328,320364,93.75811768,3144,555,17.65267181
26,11,All Students,2021,548439,43870,504569,92.00093079,3187,710,22.27800369
26,11,All Students,2022,514629,53955,460674,89.51574707,3095,946,30.56542778
26,12,All Students,2018,518482,50640,467842,90.2330246,3259,970,29.763731
26,12,All Students,2019,514225,53750,460475,89.54737854,3215,1117,34.74338913
26,12,All Students,2020,337250,25846,311404,92.33625031,3136,738,23.53316307
26,12,All Students,2021,521242,54357,466885,89.57164001,3118,1001,32.10391235
26,12,All Students,2022,507724,69169,438555,86.37665558,3098,1379,44.5125885
27,All Grades,All Students,2018,7521987,646579,6875408,91.40414429,45393,12971,28.57489014
27,All Grades,All Students,2019,7515272,636380,6878892,91.53217316,45238,12906,28.52911186
27,All Grades,All Students,2020,4869428,409573,4459855,91.58889008,44467,12162,27.35062027
27,All Grades,All Students,2021,7129676,740992,6388684,89.60693359,42157,12890,30.5761795
27,All Grades,All Students,2022,6806055,855394,5950661,87.43186951,41174,18651,45.29800415
27,PK in K-12 Schools,All Students,2018,259947,27331,232616,89.4859314,1601,677,42.28607178
27,PK in K-12 Schools,All Students,2019,338143,36987,301156,89.06172943,2049,926,45.19277573
27,PK in K-12 Schools,All Students,2020,252287,28129,224158,88.8503952,2330,1036,44.46352005
27,PK in K-12 Schools,All Students,2021,343816,41789,302027,87.84553528000001,2114,892,42.19489288
27,PK in K-12 Schools,All Students,2022,362218,60852,301366,83.20017242,2226,1510,67.83467865
27,0K,All Students,2018,588627,53046,535581,90.98818207,3548,1239,34.92108154
27,0K,All Students,2019,571959,52208,519751,90.87207031,3466,1259,36.32429123
27,0K,All Students,2020,351446,31884,319562,90.92776489,3232,1124,34.77722931
27,0K,All Students,2021,489142,58919,430223,87.95462036,2954,1119,37.8808403
27,0K,All Students,2022,491750,67179,424571,86.33879089,2997,1697,56.62329102
27,1,All Students,2018,603913,46705,557208,92.2662735,3620,996,27.51381302
27,1,All Students,2019,576553,44760,531793,92.23661804,3462,1010,29.17388725
27,1,All Students,2020,364075,27413,336662,92.47050476,3301,876,26.53741264
27,1,All Students,2021,520869,50305,470564,90.34210205,3076,930,30.23406982
27,1,All Students,2022,490343,59543,430800,87.85686493,2964,1411,47.60458755
27,2,All Students,2018,605008,42808,562200,92.9243927,3612,897,24.8338871
27,2,All Students,2019,586540,40867,545673,93.03253174,3498,845,24.15666008
27,2,All Students,2020,365067,25429,339638,93.03443146,3304,800,24.21307564
27,2,All Students,2021,527314,46460,480854,91.18930817,3107,868,27.93691635
27,2,All Students,2022,491873,54633,437240,88.89286804,2941,1305,44.37266159
27,3,All Students,2018,637411,41842,595569,93.4356308,3780,822,21.74603081
27,3,All Students,2019,588187,37654,550533,93.59829712,3489,750,21.49612999
27,3,All Students,2020,372039,23945,348094,93.5638504,3363,695,20.66607285
27,3,All Students,2021,533174,40804,492370,92.34696198,3141,731,23.27284241
27,3,All Students,2022,504661,51608,453053,89.77372742,3005,1181,39.30116653
27,4,All Students,2018,627545,38824,588721,93.81335449,3701,724,19.56228065
27,4,All Students,2019,628702,38750,589952,93.8365097,3706,776,20.93901825
27,4,All Students,2020,373582,23316,350266,93.75879669,3370,677,20.08902168
27,4,All Students,2021,550218,38959,511259,92.91934967,3226,687,21.29572296
27,4,All Students,2022,517750,53882,463868,89.5930481,3083,1225,39.73402405
27,5,All Students,2018,658160,41000,617160,93.77051544,3843,784,20.40072823
27,5,All Students,2019,627539,37562,589977,94.01439667,3678,701,19.05927086
27,5,All Students,2020,407026,24645,382381,93.94510651,3638,700,19.24134064
27,5,All Students,2021,553416,38766,514650,92.99514008,3236,736,22.74412918
27,5,All Students,2022,531720,52337,479383,90.15703583,3148,1177,37.38881683
27,6,All Students,2018,632244,40313,591931,93.62382507,3713,793,21.35739326
27,6,All Students,2019,660277,40502,619775,93.86590576,3857,793,20.56002045
27,6,All Students,2020,400239,24162,376077,93.96310425,3605,678,18.80721283
27,6,All Students,2021,595083,52655,542428,91.1516571,3490,953,27.30659103
27,6,All Students,2022,542699,57001,485698,89.49675751,3239,1295,39.98147583
27,7,All Students,2018,640045,42729,597316,93.32406616,3738,808,21.6158371
27,7,All Students,2019,636007,41652,594355,93.45101929,3718,830,22.32382965
27,7,All Students,2020,427436,27063,400373,93.6685257,3841,812,21.14032745
27,7,All Students,2021,603120,60804,542316,89.91842651,3516,1113,31.6552906
27,7,All Students,2022,581046,61211,519835,89.46537781,3433,1310,38.15904617
27,8,All Students,2018,645691,51394,594297,92.04046631,3755,1029,27.40346146
27,8,All Students,2019,638334,47784,590550,92.51426697,3720,956,25.69892502
27,8,All Students,2020,407442,27110,380332,93.34629059,3647,821,22.5116539
27,8,All Students,2021,640770,71457,569313,88.84825897,3731,1304,34.95041656
27,8,All Students,2022,584958,65081,519877,88.87424469,3443,1418,41.18501282
27,9,All Students,2018,502306,79276,423030,84.21759033,3276,1304,39.80463791
27,9,All Students,2019,502298,74563,427735,85.15562439,3262,1204,36.90987015
27,9,All Students,2020,348877,47054,301823,86.51272583,3330,1189,35.70570755
27,9,All Students,2021,479040,68557,410483,85.6886673,2848,947,33.25140381
27,9,All Students,2022,472768,73456,399312,84.46257019,3027,1305,43.11199188
27,10,All Students,2018,423687,51790,371897,87.77635193,2754,1005,36.49237442
27,10,All Students,2019,442107,52011,390096,88.23565674,2828,983,34.75954819
27,10,All Students,2020,298479,35909,262570,87.96933746,2834,999,35.25053024
27,10,All Students,2021,484899,66446,418453,86.29694366,2862,966,33.7526207
27,10,All Students,2022,422019,59208,362811,85.97029877,2654,1151,43.36849976
27,11,All Students,2018,337802,38110,299692,88.71824646,2169,784,36.14569092
27,11,All Students,2019,366874,39245,327629,89.30286407,2316,764,32.98791122
27,11,All Students,2020,245672,25791,219881,89.50185394,2307,737,31.94625092
27,11,All Students,2021,406887,44843,362044,88.97900391,2376,691,29.08249092
27,11,All Students,2022,412819,62324,350495,84.9028244,2538,1206,47.51773071
27,12,All Students,2018,359601,51411,308190,85.70332336,2283,1109,48.57643509
27,12,All Students,2019,351752,51835,299917,85.26376343,2189,1109,50.66240311
27,12,All Students,2020,255761,37723,218038,85.25068665,2369,1021,43.09835434
27,12,All Students,2021,401871,60194,341677,85.02156067,2479,952,38.40258026
27,12,All Students,2022,399431,77079,322352,80.70279694,2476,1460,58.9660759
28,All Grades,All Students,2018,6938702,545897,6392805,92.13257599,41835,9900,23.66439629
28,All Grades,All Students,2019,6901708,548811,6352897,92.04818726,41481,9973,24.0423317
28,All Grades,All Students,2020,4438177,329654,4108523,92.5723114,40544,8922,22.00572205
28,All Grades,All Students,2021,6622086,571122,6050964,91.37549591,39098,9714,24.84526062
28,All Grades,All Students,2022,6224971,670381,5554590,89.23077393,37564,14337,38.16686249
28,PK in K-12 Schools,All Students,2018,158457,16153,142304,89.80606842,974,412,42.29979324
28,PK in K-12 Schools,All Students,2019,161472,17118,144354,89.39878082,994,423,42.55533218
28,PK in K-12 Schools,All Students,2020,110554,10861,99693,90.17584229,1040,402,38.65384674
28,PK in K-12 Schools,All Students,2021,142682,15017,127665,89.47519684,880,317,36.02272797
28,PK in K-12 Schools,All Students,2022,170019,26511,143508,84.40703583,1039,650,62.56015396
28,0K,All Students,2018,488615,39979,448636,91.81789398,2951,929,31.48085403
28,0K,All Students,2019,488423,39329,449094,91.94776154,2943,885,30.07135582
28,0K,All Students,2020,315738,24925,290813,92.10579681,2882,813,28.20957756
28,0K,All Students,2021,436769,38183,398586,91.25785065,2665,745,27.95497131
28,0K,All Students,2022,421573,46278,375295,89.02254486,2574,1121,43.55089188
28,1,All Students,2018,505431,34824,470607,93.11003876,3006,700,23.28676033
28,1,All Students,2019,483823,34153,449670,92.94101715,2899,702,24.2152462
28,1,All Students,2020,310168,21525,288643,93.06021118,2812,658,23.39971542
28,1,All Students,2021,460193,34102,426091,92.58963013,2741,622,22.69244766
28,1,All Students,2022,416447,41936,374511,89.93005371,2510,997,39.72111511
28,2,All Students,2018,501902,31638,470264,93.69638062,2958,613,20.72346115
28,2,All Students,2019,481725,29316,452409,93.91436768,2881,553,19.19472313
28,2,All Students,2020,305016,19023,285993,93.76327515,2757,541,19.62277794
28,2,All Students,2021,442362,27034,415328,93.88871765,2626,478,18.20258904
28,2,All Students,2022,428134,39792,388342,90.70571136,2573,911,35.40613937
28,3,All Students,2018,493854,28418,465436,94.2456665,2921,535,18.31564522
28,3,All Students,2019,492565,28532,464033,94.20746613,2899,521,17.97171402
28,3,All Students,2020,302771,16710,286061,94.48097992,2743,427,15.56689739
28,3,All Students,2021,437606,27347,410259,93.75077057,2612,520,19.90811729
28,3,All Students,2022,414957,36419,378538,91.22342682,2480,796,32.09677505
28,4,All Students,2018,506275,30063,476212,94.06192017,2993,568,18.97761536
28,4,All Students,2019,482025,27128,454897,94.37207794,2842,495,17.41731262
28,4,All Students,2020,309604,16941,292663,94.52816772,2781,437,15.71377182
28,4,All Students,2021,437351,26436,410915,93.95542908,2588,505,19.51313782
28,4,All Students,2022,410513,35582,374931,91.33230591,2455,817,33.27902222
28,5,All Students,2018,490063,27346,462717,94.41989899,2868,501,17.46861839
28,5,All Students,2019,495908,28757,467151,94.20114136,2892,532,18.39557457
28,5,All Students,2020,298272,15684,282588,94.74171448,2664,401,15.05255222
28,5,All Students,2021,444385,25373,419012,94.29031372,2611,462,17.69437027
28,5,All Students,2022,399361,33220,366141,91.68170929,2383,728,30.54972649
28,6,All Students,2018,461721,25772,435949,94.41827393,2704,455,16.82692337
28,6,All Students,2019,466888,26588,440300,94.30527496,2725,459,16.8440361
28,6,All Students,2020,298432,17416,281016,94.16416168,2659,450,16.92365456
28,6,All Students,2021,429845,49687,380158,88.4407196,2524,902,35.73692703
28,6,All Students,2022,408662,38923,369739,90.47550201,2428,856,35.25535583
28,7,All Students,2018,451526,27841,423685,93.83402252,2636,537,20.37177467
28,7,All Students,2019,448125,26696,421429,94.04273224,2607,477,18.29689217
28,7,All Students,2020,297394,17100,280294,94.25005341,2654,455,17.14393425
28,7,All Students,2021,444684,54126,390558,87.82820892,2607,944,36.21020508
28,7,All Students,2022,403243,37776,365467,90.63195038,2400,811,33.79166794
28,8,All Students,2018,443050,30519,412531,93.11161041,2581,581,22.51065445
28,8,All Students,2019,447427,32851,414576,92.65779877,2600,633,24.34615326
28,8,All Students,2020,290852,18969,271883,93.47812653,2600,511,19.65384674
28,8,All Students,2021,446074,53256,392818,88.06117249,2596,927,35.7087822
28,8,All Students,2022,433407,44523,388884,89.727211,2556,945,36.97183228
28,9,All Students,2018,644711,65110,579601,89.90090179,4087,994,24.32101822
28,9,All Students,2019,663139,63569,599570,90.41392517,4152,1009,24.30154228
28,9,All Students,2020,430098,39695,390403,90.77070618,4077,990,24.28256035
28,9,All Students,2021,658948,60972,597976,90.74707031,3869,887,22.9258213
28,9,All Students,2022,594749,67847,526902,88.59233093,3689,1315,35.64651489
28,10,All Students,2018,626128,64476,561652,89.7024231,3929,1017,25.88444901
28,10,All Students,2019,637235,66781,570454,89.52019501,3968,1056,26.61290359
28,10,All Students,2020,418294,37225,381069,91.10075378,3941,980,24.86678505
28,10,All Students,2021,654993,63782,591211,90.26218414,3859,939,24.33272934
28,10,All Students,2022,592224,70795,521429,88.04590607,3640,1354,37.1978035
28,11,All Students,2018,580206,50196,530010,91.34858704,3632,816,22.46696091
28,11,All Students,2019,568196,53454,514742,90.59233093,3499,858,24.52129173
28,11,All Students,2020,378710,32328,346382,91.46365356,3515,807,22.95874786
28,11,All Students,2021,605648,43822,561826,92.76444244,3526,666,18.88825798
28,11,All Students,2022,562959,65625,497334,88.3428421,3414,1275,37.34622192
28,12,All Students,2018,586763,73562,513201,87.46308136,3595,1242,34.54798508
28,12,All Students,2019,584757,74539,510218,87.25299835,3580,1370,38.26815796
28,12,All Students,2020,372274,41252,331022,88.91891479,3427,1058,30.8724823
28,12,All Students,2021,580515,51985,528530,91.04502106,3393,800,23.57795525
28,12,All Students,2022,568723,85154,483569,85.02716064,3423,1761,51.44609833
29,All Grades,All Students,2018,4558657,379542,4179115,91.67425537,27690,7522,27.16504097
29,All Grades,All Students,2019,4458934,372133,4086801,91.65421295,26861,7294,27.15461159
29,All Grades,All Students,2020,2797997,219450,2578547,92.15689087,25660,6472,25.22213554
29,All Grades,All Students,2021,4042918,439989,3602929,89.11704254,24022,8032,33.43601608
29,All Grades,All Students,2022,3850833,478172,3372661,87.58263397,23619,10781,45.64545441
29,PK in K-12 Schools,All Students,2018,131424,15036,116388,88.55916595,830,382,46.02409744
29,PK in K-12 Schools,All Students,2019,127841,14124,113717,88.9519043,813,366,45.01845169
29,PK in K-12 Schools,All Students,2020,81491,9203,72288,88.70672607,785,350,44.58598709
29,PK in K-12 Schools,All Students,2021,104049,9829,94220,90.55348969,653,196,30.0153141
29,PK in K-12 Schools,All Students,2022,141014,23614,117400,83.25414276,900,600,66.66666412
29,0K,All Students,2018,391525,36157,355368,90.76508331,2406,849,35.28678131
29,0K,All Students,2019,378083,35538,342545,90.60047913,2299,836,36.36363602
29,0K,All Students,2020,235636,22207,213429,90.57572174,2196,789,35.92896271
29,0K,All Students,2021,312882,33252,279630,89.3723526,1925,686,35.63636398
29,0K,All Students,2022,296450,43450,253000,85.3432312,1861,1085,58.30198669
29,1,All Students,2018,405022,31624,373398,92.19203186,2445,678,27.73006058
29,1,All Students,2019,397486,32116,365370,91.92021942,2404,682,28.36938477
29,1,All Students,2020,245203,19969,225234,91.85613251,2251,639,28.38738251
29,1,All Students,2021,347670,32893,314777,90.53901672,2064,597,28.9244194
29,1,All Students,2022,305535,39537,265998,87.05974579,1889,954,50.50291061
29,2,All Students,2018,421016,30878,390138,92.66584015,2531,634,25.04938698
29,2,All Students,2019,395709,27203,368506,93.12550354,2393,576,24.07020569
29,2,All Students,2020,250845,17553,233292,93.00244904,2293,516,22.5032711
29,2,All Students,2021,354071,29088,324983,91.78469849,2115,589,27.84869957
29,2,All Students,2022,323640,38502,285138,88.10344696,1973,928,47.03497314
29,3,All Students,2018,398834,26481,372353,93.36039734,2392,528,22.07357788
29,3,All Students,2019,410545,27784,382761,93.23241425,2451,544,22.19502258
29,3,All Students,2020,249455,15580,233875,93.7543869,2268,462,20.37037086
29,3,All Students,2021,361412,28451,332961,92.12782288,2137,549,25.69021988
29,3,All Students,2022,338074,36472,301602,89.21183014,2052,831,40.49707413
29,4,All Students,2018,424114,27667,396447,93.47651672,2532,527,20.81358528
29,4,All Students,2019,407315,26065,381250,93.60077667,2421,495,20.44609642
29,4,All Students,2020,264142,16781,247361,93.64698029,2389,478,20.00837135
29,4,All Students,2021,369125,26269,342856,92.88343811,2168,477,22.00184441
29,4,All Students,2022,346396,37204,309192,89.25968933,2087,848,40.63248825
29,5,All Students,2018,465231,29454,435777,93.66895294,2732,539,19.72913551
29,5,All Students,2019,425056,27776,397280,93.46533203,2477,510,20.58942223
29,5,All Students,2020,258493,14596,243897,94.35342407,2337,398,17.03038025
29,5,All Students,2021,391654,30677,360977,92.16732025,2295,573,24.96731949
29,5,All Students,2022,360154,37026,323128,89.7193985,2150,835,38.83720779
29,6,All Students,2018,407119,26226,380893,93.55815125,2417,448,18.53537369
29,6,All Students,2019,415579,25510,390069,93.8615799,2442,447,18.30466843
29,6,All Students,2020,252947,16003,236944,93.67337799,2291,452,19.72937584
29,6,All Students,2021,367034,47606,319428,87.02954102,2154,865,40.15784454
29,6,All Students,2022,352333,39376,312957,88.82421112,2109,815,38.64390564
29,7,All Students,2018,393486,26723,366763,93.20865631,2326,519,22.31298447
29,7,All Students,2019,405805,26107,379698,93.56661224,2374,460,19.37657928
29,7,All Students,2020,264568,16526,248042,93.75359344,2365,430,18.18181801
29,7,All Students,2021,378764,55549,323215,85.33413696,2224,1031,46.35791397
29,7,All Students,2022,357980,37824,320156,89.43404388,2156,838,38.86827469
29,8,All Students,2018,402717,30136,372581,92.51683044,2362,560,23.70872116
29,8,All Students,2019,397578,30767,366811,92.26139069,2317,568,24.5144577
29,8,All Students,2020,259694,17447,242247,93.28170776,2327,455,19.55307198
29,8,All Students,2021,393487,57520,335967,85.3819809,2289,1019,44.51725769
29,8,All Students,2022,368941,41816,327125,88.66593933,2194,898,40.92980957
29,9,All Students,2018,174039,20682,153357,88.11645508,1207,401,33.22286606
29,9,All Students,2019,183268,24354,158914,86.71126556,1222,430,35.18821716
29,9,All Students,2020,124099,15063,109036,87.86210632,1226,429,34.99184418
29,9,All Students,2021,175652,23295,152357,86.7379837,1083,390,36.0110817
29,9,All Students,2022,194068,26650,167418,86.2677002,1308,577,44.11315155
29,10,All Students,2018,186910,25187,161723,86.5245285,1243,473,38.05309677
29,10,All Students,2019,177401,24127,153274,86.39974213,1144,421,36.80070114
29,10,All Students,2020,105621,11994,93627,88.64430237,1022,358,35.0293541
29,10,All Students,2021,173849,24300,149549,86.02235413,1054,382,36.24288559
29,10,All Students,2022,166815,25252,141563,84.86227417,1077,537,49.8607254
29,11,All Students,2018,170440,21066,149374,87.64022827,1109,413,37.24075699
29,11,All Students,2019,163800,20435,143365,87.52442169,1030,383,37.18446732
29,11,All Students,2020,96172,10489,85683,89.09349823,911,297,32.6015358
29,11,All Students,2021,152257,18320,133937,87.9677124,899,310,34.48275757
29,11,All Students,2022,153488,22838,130650,85.12065887,971,465,47.88877487
